corp_code,bsns_year,rcept_no,status,n_fields_found,composite_current,composite_original,is_flagged_original,original_accounts_json,top_contributors_original
01290248,2022,20230322001208,정상,10,6.628621477909111,6.562754163530747,1,"{""revenue"": null, ""cogs"": null, ""operating_income"": -4634920334.0, ""sga"": 8278234226.0, ""interest_expense"": 192760992.0, ""net_income"": -4448448680.0, ""trade_receivables"": 701943694.0, ""inventory"": 181413191.0, ""total_assets"": 29723813206.0, ""total_liabilities"": 4242559322.0, ""total_equity"": 25481253884.0, ""operating_cf"": -4322801369.0}","[[""debt_ratio"", 12.12735060926813], [""oi_cfo_gap_ratio"", 4.192159586700813], [""total_accruals_ratio"", 3.3687522946232993]]"
01310269,2022,20230316001400,정상,12,26.517290922447454,26.517290922447454,1,"{""revenue"": 3298299641730.0, ""cogs"": 2981849268027.0, ""operating_income"": 116379700606.0, ""sga"": 201099284541.0, ""interest_expense"": 242228634.0, ""net_income"": 50219958316.0, ""trade_receivables"": 381577192920.0, ""inventory"": 1574761815969.0, ""total_assets"": 7336326609377.0, ""total_liabilities"": 4434454285936.0, ""total_equity"": 2901872323441.0, ""operating_cf"": -1735144768653.0}","[[""interest_coverage"", 74.8864681180102], [""oi_cfo_gap_ratio"", 2.6769801030948916], [""total_accruals_ratio"", 1.9884245462372665]]"
01310269,2023,20240320002042,정상,12,8.323491961476234,8.219040141832517,1,"{""revenue"": 4190788148341.0, ""cogs"": 3810050687143.0, ""operating_income"": 195313165155.0, ""sga"": 185879206062.0, ""interest_expense"": 1142433141.0, ""net_income"": 172890219224.0, ""trade_receivables"": 670988111500.0, ""inventory"": 1507391138497.0, ""total_assets"": 7016268809820.0, ""total_liabilities"": 4008251615125.0, ""total_equity"": 3008017194695.0, ""operating_cf"": 640164749834.0}","[[""interest_coverage"", -20.09131851231143], [""total_accruals_ratio"", -2.357143650703846], [""oi_cfo_gap_ratio"", -2.208658262482271]]"
01387164,2023,20240321001931,정상,9,20.267727983828568,20.080132875492108,1,"{""revenue"": null, ""cogs"": null, ""operating_income"": -13228301461.0, ""sga"": 13443552735.0, ""interest_expense"": 36185294.0, ""net_income"": -12403429287.0, ""trade_receivables"": 412903890.0, ""inventory"": null, ""total_assets"": 25008602288.0, ""total_liabilities"": 6012496717.0, ""total_equity"": 18996105571.0, ""operating_cf"": -13009565097.0}","[[""interest_coverage"", -59.155627590234445], [""total_accruals_ratio"", 0.6458518101759398], [""debt_ratio"", -0.438919226065945]]"
01488320,2025,20260316001432,정상,12,6.549448722270892,4.401854079455578,0,"{""revenue"": 33194030028.0, ""cogs"": 36609819344.0, ""operating_income"": -22174111983.0, ""sga"": 18758322667.0, ""interest_expense"": 1550964711.0, ""net_income"": -15848684203.0, ""trade_receivables"": 1238245000.0, ""inventory"": 34960473471.0, ""total_assets"": 211681385365.0, ""total_liabilities"": 85016038674.0, ""total_equity"": 126665346691.0, ""operating_cf"": 5751000979.0}","[[""receivables_turnover"", -4.483133460784139], [""operating_margin"", -4.4474093675024555], [""interest_coverage"", -4.275019410080139]]"
01492217,2025,20260319001164,정상,12,7.400236470999907,7.269966500921921,1,"{""revenue"": 1948989102.0, ""cogs"": 3903681543.0, ""operating_income"": -10851766656.0, ""sga"": 8897074215.0, ""interest_expense"": 314583851.0, ""net_income"": -10927088630.0, ""trade_receivables"": 129748699.0, ""inventory"": 1327450003.0, ""total_assets"": 15721418187.0, ""total_liabilities"": 8583323043.0, ""total_equity"": 7138095144.0, ""operating_cf"": -9502028784.0}","[[""operating_margin"", -10.072238534234716], [""sga_ratio"", 8.001269537002544], [""interest_coverage"", -3.736391431528502]]"
01494118,2021,20220322001033,정상,11,25.121410507507047,25.121410507507047,1,"{""revenue"": 1475308837.0, ""cogs"": 1094378945.0, ""operating_income"": -11437907619.0, ""sga"": 11818837511.0, ""interest_expense"": null, ""net_income"": -12313091658.0, ""trade_receivables"": 363042674.0, ""inventory"": 1879411136.0, ""total_assets"": 19961121746.0, ""total_liabilities"": 18104108143.0, ""total_equity"": 1857013603.0, ""operating_cf"": -10550450588.0}","[[""operating_margin"", -33.79032180371814], [""sga_ratio"", 28.563103982968908], [""debt_ratio"", 13.010805735834081]]"
01494118,2022,20230321000971,정상,11,71.57261949277061,71.04358427430446,1,"{""revenue"": 541878769.0, ""cogs"": 536413380.0, ""operating_income"": -15632236504.0, ""sga"": 15637701893.0, ""interest_expense"": null, ""net_income"": -13680015268.0, ""trade_receivables"": 398659147.0, ""inventory"": 2665893162.0, ""total_assets"": 25851414149.0, ""total_liabilities"": 14455726407.0, ""total_equity"": 11395687742.0, ""operating_cf"": -14513605860.0}","[[""sga_ratio"", 106.93268291918682], [""operating_margin"", -100.65027029174864], [""debt_ratio"", -5.547799611977922]]"
00163716,2025,20260326001334,정상,12,12.343486352720705,12.377722702068864,1,"{""revenue"": 8044626288.0, ""cogs"": 2457163769.0, ""operating_income"": -7776013960.0, ""sga"": 13363476479.0, ""interest_expense"": 1429472619.0, ""net_income"": 62327037865.0, ""trade_receivables"": 10881542155.0, ""inventory"": 13135108085.0, ""total_assets"": 56548380942.0, ""total_liabilities"": 46415166576.0, ""total_equity"": 10133214366.0, ""operating_cf"": -27102875240.0}","[[""total_accruals_ratio"", 20.471232450156304], [""revenue_growth"", 10.484213217574482], [""debt_ratio"", 6.177722438475806]]"
00351454,2025,20260323001275,정상,12,11.751960941422917,11.318278724539214,1,"{""revenue"": 12576496826.0, ""cogs"": 10133565148.0, ""operating_income"": -3193627067.0, ""sga"": 5636558745.0, ""interest_expense"": 3370085842.0, ""net_income"": -14309121690.0, ""trade_receivables"": 4131056168.0, ""inventory"": 1227960427.0, ""total_assets"": 19972372315.0, ""total_liabilities"": 3944716001.0, ""total_equity"": 16027656314.0, ""operating_cf"": 14832364661.0}","[[""total_accruals_ratio"", -16.041137180962522], [""oi_cfo_gap_ratio"", -15.96638332586058], [""revenue_growth"", 1.94731566679454]]"
